PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Activation at 7.6 uM,Standard Deviation,Activation at 7.6 uM [1],Activation at 7.6 uM [2],Activation at 7.6 uM [3]
RESULT_TYPE,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,Normalized percent activation of the confirmation screen at a compound concentration of 7.6 uM.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [1].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [2].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [3].
RESULT_UNIT,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
929,24779599,4251180,Inactive,0,,,1.1,0.8745,0.542911,2.33625,0.425026
930,87336288,3003763,Inactive,0,,,1.05,1.3572,-0.858047,2.18225,1.82673
931,26667258,1717181,Inactive,0,,,1.05,2.24209,3.85434,0.921574,-1.63329
932,49729306,24792646,Inactive,0,,,1.02,0.750694,0.615571,2.0776,0.38077
933,49725461,700860,Inactive,0,,,1.02,0.753808,0.241249,0.781538,2.04047
934,49717169,20919943,Inactive,0,,,1.01,1.1052,1.60718,1.96912,-0.535296
935,14734413,1419834,Inactive,0,,,1,1.22496,2.67346,-0.229599,0.564979
936,26663158,2016236,Inactive,0,,,1,1.38816,0.280146,-0.221819,2.94164
937,47200098,6469989,Inactive,0,,,0.99,1.08435,2.05663,-0.499038,1.40534
938,26724918,3239555,Inactive,0,,,0.99,2.30637,-2.01998,3.58578,1.39002
939,49716322,15990021,Inactive,0,,,0.96,1.72333,2.17014,2.19471,-1.47324
940,49671636,4794581,Inactive,0,,,0.95,2.35679,4.06212,-1.63909,0.425828
941,4263453,973007,Inactive,0,,,0.94,0.560518,0.479812,0.617271,1.73161
942,4256208,1832862,Inactive,0,,,0.93,1.26209,0.13831,-0.0537222,2.71443
943,56463555,38258,Inactive,0,,,0.92,2.12823,-0.27732,3.90532,-0.880672
944,49719661,16024298,Inactive,0,,,0.91,1.33485,2.56,-0.709166,0.873477
945,17407402,11958625,Inactive,0,,,0.9,3.42285,-0.705654,5.65263,-2.25943
946,49732019,4933014,Inactive,0,,,0.88,2.65777,2.08668,3.36151,-2.80474
947,7977048,2880256,Inactive,0,,,0.88,0.359696,0.37179,1.14602,1.1231
948,26728410,2811495,Inactive,0,,,0.86,2.4344,0.874229,3.83984,-2.12317
949,22416778,710973,Inactive,0,,,0.86,2.84367,2.21519,-3.09866,3.45842
950,49647638,16399266,Inactive,0,,,0.84,2.34797,4.11406,-0.294698,-1.28884
951,4261957,2955543,Inactive,0,,,0.84,2.29143,-2.23935,3.25328,1.50752
952,57269115,25163889,Inactive,0,,,0.83,2.06193,-0.985906,3.71627,-0.231396
953,14733481,9550505,Inactive,0,,,0.83,0.684145,1.72621,0.0659891,0.698641
954,56319981,24981099,Inactive,0,,,0.81,1.07132,1.92371,-0.633727,1.15434
955,17401842,1915966,Inactive,0,,,0.79,0.996823,2.18957,0.200875,-0.0316706
956,26729324,2808489,Inactive,0,,,0.78,2.38292,-2.4488,3.22317,1.58052
957,89852885,69085,Inactive,0,,,0.78,2.33403,3.99195,-0.15221,-1.49101
958,17507363,739442,Inactive,0,,,0.75,2.25537,-2.29444,1.45103,3.09521
959,81066146,6501912,Inactive,0,,,0.75,2.19784,0.340507,3.6213,-1.71566
960,47202540,2843487,Inactive,0,,,0.74,1.47266,-0.121793,2.81538,-0.466777
961,26724544,3237733,Inactive,0,,,0.7,1.78454,-1.44099,0.627754,2.92818
962,17411737,1490196,Inactive,0,,,0.7,1.20211,-0.0547024,-0.24405,2.39541
963,49718094,9587153,Inactive,0,,,0.68,3.00603,4.88764,-1.95947,-0.881297
964,93577471,275577,Inactive,0,,,0.68,1.75795,0.989851,-1.611,2.66153
965,125305409,53382765,Inactive,0,,,0.68,1.60035,2.6118,-1.30717,0.73128
966,47198328,6467807,Inactive,0,,,0.67,0.129204,0.50601,0.690898,0.820904
967,26662046,16682253,Inactive,0,,,0.67,4.55828,6.6828,-4.34626,-0.338493
968,7969644,3152999,Inactive,0,,,0.66,2.46546,-1.44195,-0.697663,4.12035
969,103163085,49795470,Inactive,0,,,0.63,3.14802,4.86567,-2.67586,-0.297609
970,14735694,9550815,Inactive,0,,,0.63,1.34154,-1.2657,1.44706,1.69676
971,17386669,990754,Inactive,0,,,0.62,2.19167,-0.412785,-1.39131,3.66931
972,50085798,2767203,Inactive,0,,,0.62,3.28607,-1.74807,-1.66776,5.26254
973,99360933,135453810,Inactive,0,,,0.6,0.416888,0.815607,0.967436,0.0169977
974,49716042,17252914,Inactive,0,,,0.6,3.60071,-1.4638,-2.4054,5.66
975,24826417,4684569,Inactive,0,,,0.58,4.82431,-4.70976,6.95832,-0.495776
976,17515137,4178272,Inactive,0,,,0.57,1.74093,0.167609,2.87883,-1.32735
977,57261386,9509052,Inactive,0,,,0.57,2.28231,-1.49248,-0.557022,3.74849
978,49645548,7192031,Inactive,0,,,0.55,1.12427,0.507665,1.94136,-0.811746
979,56319671,24980889,Inactive,0,,,0.54,3.05053,4.80955,-1.03465,-2.14488
980,103073419,49789145,Inactive,0,,,0.54,0.699983,0.273369,-0.149393,1.50103
981,7969392,5309944,Inactive,0,,,0.53,0.0555095,0.566638,0.577502,0.454693
982,49824926,7708268,Inactive,0,,,0.53,0.879341,0.347363,1.68361,-0.447535
983,26667977,649073,Inactive,0,,,0.52,2.10821,-2.37731,2.57981,1.35454
984,99456543,46943921,Inactive,0,,,0.52,3.63875,5.58949,-2.76528,-1.27686
985,99495452,46948639,Inactive,0,,,0.51,0.148058,0.575157,0.657222,0.310258
986,57262419,8896099,Inactive,0,,,0.5,1.82573,-0.571768,3.0716,-0.996022
987,49827865,795641,Inactive,0,,,0.49,1.49833,-1.60349,1.24938,1.82252
988,26667437,648446,Inactive,0,,,0.49,1.06666,-0.987941,1.4953,0.957297
989,49647752,1840915,Inactive,0,,,0.44,1.61278,-0.648431,-0.745052,2.72345
990,24813873,135472767,Inactive,0,,,0.42,1.65302,0.770239,2.24478,-1.75829
991,56315769,4856978,Inactive,0,,,0.42,0.903421,0.295063,1.57982,-0.622946
992,56315140,24978844,Inactive,0,,,0.42,1.05291,0.914476,-1.04745,1.38333
993,125305914,53383244,Inactive,0,,,0.41,1.06744,1.71515,0.406472,-0.899541
994,49826714,24683711,Inactive,0,,,0.4,3.03493,-2.41291,-0.999296,4.61448
995,121285529,51360865,Inactive,0,,,0.39,1.03922,1.74052,0.216343,-0.78723
996,26666380,4548102,Inactive,0,,,0.39,2.32478,-1.9526,3.55711,-0.443941
997,57265844,5177506,Inactive,0,,,0.38,1.58603,2.46588,0.0666987,-1.37997
998,24814572,5294926,Inactive,0,,,0.37,1.20828,-1.09193,1.86674,0.320662
999,3716318,2999558,Inactive,0,,,0.35,1.11279,-0.455686,1.92681,-0.411245
1000,14726757,972808,Inactive,0,,,0.33,3.15182,-2.43367,4.74147,-1.31405
1001,26657420,11948994,Inactive,0,,,0.33,2.42271,-0.527716,3.63182,-2.11354
1002,51090660,7162260,Inactive,0,,,0.32,2.18947,-2.76515,1.58326,2.12759
1003,51086298,16829837,Inactive,0,,,0.31,1.8346,0.178376,-1.86547,2.62242
1004,57262048,2644744,Inactive,0,,,0.28,0.210576,-0.00708423,0.334279,0.498476
1005,49824890,5927887,Inactive,0,,,0.26,1.46978,2.31537,-1.0383,-0.495398
1006,49666019,3681700,Inactive,0,,,0.26,4.009,-0.840151,5.62731,-4.00591
1007,14744954,2350907,Inactive,0,,,0.26,1.62759,2.50939,-1.28238,-0.453065
1008,22407787,15945229,Inactive,0,,,0.25,3.31635,-2.71935,4.88233,-1.39895
1009,26729148,2816464,Inactive,0,,,0.25,2.21233,-2.67275,0.739452,2.67925
1010,49819499,24817878,Inactive,0,,,0.22,3.24239,-4.26119,3.29798,1.62863
1011,49717626,18559449,Inactive,0,,,0.22,1.63609,0.512079,2.06171,-1.91382
1012,22406117,3679439,Inactive,0,,,0.21,1.69121,-0.745359,2.59081,-1.2041
1013,49645857,2004899,Inactive,0,,,0.21,1.47229,1.71099,-1.79176,0.702876
1014,24801365,3102730,Inactive,0,,,0.21,1.187,1.21919,-1.45966,0.858617
1015,49736611,16453287,Inactive,0,,,0.2,1.1886,-0.343986,-0.913108,1.84422
1016,24792062,759209,Inactive,0,,,0.19,0.462257,0.72137,-0.405252,0.256079
1017,49816974,24816670,Inactive,0,,,0.17,0.891488,1.29634,-0.884148,0.103746
1018,22400733,901443,Inactive,0,,,0.17,2.54068,-2.51121,3.58158,-0.563044
1019,14722311,3157185,Inactive,0,,,0.17,2.39741,-2.13612,3.47408,-0.833801
1020,14733386,9550475,Inactive,0,,,0.17,1.54392,1.73852,0.694468,-1.93137
1021,7966642,802935,Inactive,0,,,0.15,0.622357,-0.638215,0.215423,0.882429
1022,24821483,135439668,Inactive,0,,,0.15,0.545874,-0.359246,0.907702,-0.0959567
1023,7973819,625794,Inactive,0,,,0.14,0.417563,0.594378,-0.41265,0.245894
1024,17517066,2398544,Inactive,0,,,0.13,1.57913,2.09644,-1.77008,0.0685032
1025,14744290,4880475,Inactive,0,,,0.1,0.872123,0.548977,-1.11402,0.878735
1026,49731529,3673458,Inactive,0,,,0.1,1.21498,-0.181067,1.71301,-1.22202
1027,49719313,24790886,Inactive,0,,,0.09,1.57823,-0.460869,2.23746,-1.50918
1028,99361052,100493,Inactive,0,,,0.09,2.36213,-3.2098,2.19723,1.27737
1029,47202126,1380683,Inactive,0,,,0.09,1.17507,0.909202,0.928311,-1.57388
1030,49823473,4243595,Inactive,0,,,0.08,3.13377,-3.68472,3.98722,-0.0686783
1031,57258154,25162241,Inactive,0,,,0.06,1.30792,-1.73831,0.597554,1.32849
1032,49716683,2137925,Inactive,0,,,0.06,1.60402,1.95694,0.180306,-1.96628
1033,24812936,4109022,Inactive,0,,,0.04,1.36076,-1.31531,1.90307,-0.457111
1034,24838430,3239216,Inactive,0,,,0.04,2.49027,-1.68273,3.56022,-1.76129
1035,4242187,3237073,Inactive,0,,,0.03,2.61522,-2.22342,-1.38303,3.69654
1036,24822351,2767089,Inactive,0,,,0.03,0.882568,1.27003,-0.68004,-0.513154
1037,17401795,1967961,Inactive,0,,,0.02,2.24536,1.60966,-3.15666,1.60325
1038,49734372,20919035,Inactive,0,,,0.01,2.52613,-0.571133,3.35,-2.75599
1039,49721772,22519628,Inactive,0,,,-0.01,2.66385,-3.23612,-0.0680354,3.28806
1040,26661760,6879954,Inactive,0,,,-0.01,2.97086,-3.58969,3.68505,-0.112635
1041,24831444,4880039,Inactive,0,,,-0.01,1.58449,1.99527,-0.138163,-1.8793
1042,24798819,16190490,Inactive,0,,,-0.02,1.80995,2.08492,0.183856,-2.33421
1043,49678081,20886442,Inactive,0,,,-0.04,2.12586,-2.52604,-0.248846,2.66812
1044,56320906,4678,Inactive,0,,,-0.04,1.70529,2.14872,-0.244236,-2.01277
1045,89851781,5354970,Inactive,0,,,-0.05,3.63082,-3.99531,4.76915,-0.921113
1046,49825439,24818934,Inactive,0,,,-0.07,1.53938,-1.55387,-0.698491,2.05421
1047,4263908,739967,Inactive,0,,,-0.08,1.98613,2.35292,-0.0791873,-2.51208
1048,4251008,6602831,Inactive,0,,,-0.08,1.21764,-0.138935,-1.54588,1.43515
1049,85268226,2386742,Inactive,0,,,-0.09,2.73834,3.77991,-1.84002,-2.20112
1050,51085604,18567643,Inactive,0,,,-0.11,0.411476,-0.674041,0.0387818,0.299476
1051,848390,650834,Inactive,0,,,-0.12,1.20573,-1.07649,-0.858026,1.58347
1052,14737434,4195818,Inactive,0,,,-0.13,3.46054,2.62067,-5.00762,2.00743
1053,17415952,2273874,Inactive,0,,,-0.13,0.92983,-1.36891,0.121021,0.867933
1054,49825564,1316560,Inactive,0,,,-0.13,0.793118,0.517435,-1.24612,0.341398
1055,49819126,2214261,Inactive,0,,,-0.13,1.64425,-0.513102,2.04789,-1.92463
1056,49728867,6498393,Inactive,0,,,-0.15,2.0754,-0.260103,2.45139,-2.62842
1057,51087123,7559267,Inactive,0,,,-0.15,1.51696,1.57734,0.0945714,-2.11469
1058,24835176,2616475,Inactive,0,,,-0.15,2.95763,-3.4828,3.7041,-0.680198
1059,56321533,24686719,Inactive,0,,,-0.15,1.53674,-0.584198,1.90622,-1.78344
1060,3715003,2576450,Inactive,0,,,-0.15,3.38151,-2.32027,-2.76454,4.62054
1061,4255980,2224061,Inactive,0,,,-0.16,3.58397,-1.8806,-3.42281,4.83282
1062,99359312,44494956,Inactive,0,,,-0.16,2.66447,-0.744105,3.35518,-3.09267
1063,24814158,16194255,Inactive,0,,,-0.17,0.966932,0.940087,-0.0302402,-1.41622
1064,93577266,273394,Inactive,0,,,-0.17,0.682029,0.790081,-0.699471,-0.609801
1065,14735695,9550816,Inactive,0,,,-0.18,0.832853,0.995491,-0.672352,-0.85584
1066,24789169,776662,Inactive,0,,,-0.18,0.844948,0.628682,0.169041,-1.34878
1067,49677478,2050040,Inactive,0,,,-0.19,1.48863,-1.06571,1.90195,-1.41679
1068,89855829,52096,Inactive,0,,,-0.19,1.5639,0.809165,1.01046,-2.40313
1069,24820599,1482362,Inactive,0,,,-0.2,1.24743,-0.607313,-1.47549,1.49573
1070,99356629,46902545,Inactive,0,,,-0.2,2.44349,-3.59596,2.04338,0.960416
1071,121283161,333782,Inactive,0,,,-0.2,1.09922,-0.26529,-1.51141,1.17868
1072,81066744,26948826,Inactive,0,,,-0.21,1.09993,0.58788,-1.76106,0.556279
1073,7975341,2255916,Inactive,0,,,-0.21,2.08591,2.14479,0.162544,-2.92465
1074,49669477,20921904,Inactive,0,,,-0.21,4.16591,-4.25687,-1.88719,5.52361
1075,24838268,5308548,Inactive,0,,,-0.23,0.981604,1.13307,-0.660388,-1.1506
1076,14733390,1518975,Inactive,0,,,-0.23,1.0739,-1.42133,-0.440648,1.18287
1077,56322700,24982199,Inactive,0,,,-0.23,0.47333,0.426613,-0.679531,-0.427326
1078,24797847,16189798,Inactive,0,,,-0.23,2.4239,3.09002,-2.63213,-1.14275
1079,49722723,22518172,Inactive,0,,,-0.24,0.989479,-1.61766,0.652614,0.252474
1080,49649002,687267,Inactive,0,,,-0.24,3.25043,-4.77954,1.38763,2.66506
1081,49727496,717960,Inactive,0,,,-0.25,1.70225,-0.920549,-1.91083,2.09202
1082,57263638,2468397,Inactive,0,,,-0.25,2.689,-1.73964,-2.5442,3.51958
1083,49818142,24817216,Inactive,0,,,-0.26,2.14182,0.419654,1.96272,-3.15132
1084,46500479,2733501,Inactive,0,,,-0.27,0.4589,0.301042,-0.280697,-0.822796
1085,4260265,970243,Inactive,0,,,-0.28,1.08907,-0.47659,-1.50588,1.14015
1086,26659211,16681808,Inactive,0,,,-0.29,2.60545,-0.728405,-3.24567,3.09186
1087,51088664,3244948,Inactive,0,,,-0.3,1.01358,0.136782,-1.70557,0.656896
1088,7976623,697670,Inactive,0,,,-0.31,1.56922,-0.544149,-2.09641,1.72503
1089,4250606,3244397,Inactive,0,,,-0.31,3.46453,0.186559,3.66889,-4.77439
1090,49677269,3929966,Inactive,0,,,-0.31,0.609508,-1.13307,0.320884,-0.112382
1091,7970715,5310290,Inactive,0,,,-0.31,1.57568,-1.11793,-1.70238,1.89383
1092,85199516,5237187,Inactive,0,,,-0.32,2.13218,-3.31282,1.47103,0.894042
1093,24834170,286220,Inactive,0,,,-0.33,2.32436,-3.32077,-0.0198406,2.34713
1094,56317067,16550132,Inactive,0,,,-0.36,1.33667,0.148867,-2.19489,0.956923
1095,47197253,1262944,Inactive,0,,,-0.37,1.12285,-1.93344,0.148864,0.663847
1096,103158941,49792284,Inactive,0,,,-0.38,0.195606,-0.364103,-0.620484,-0.141752
1097,14729781,2228811,Inactive,0,,,-0.38,2.0802,0.676838,-3.28481,1.47118
1098,57268146,25163496,Inactive,0,,,-0.39,1.58938,1.39469,-2.46398,-0.0868059
1099,56322307,16294842,Inactive,0,,,-0.39,0.904626,-1.53459,0.677725,-0.319768
1100,121286496,51361664,Inactive,0,,,-0.39,2.36747,-3.1205,-0.711359,2.65234
1101,49714675,20860560,Inactive,0,,,-0.4,3.40565,-3.32422,-2.25319,4.37597
1102,99360384,46904786,Inactive,0,,,-0.41,0.782156,-1.33854,0.574769,-0.467835
1103,57260233,16297152,Inactive,0,,,-0.41,1.45663,-2.47066,0.567467,0.668702
1104,49816079,17585560,Inactive,0,,,-0.42,4.45102,4.89893,-0.157514,-5.99448
1105,3713224,6603529,Inactive,0,,,-0.43,1.41026,1.49933,-0.952603,-1.83395
1106,57264283,6604126,Inactive,0,,,-0.45,1.07093,-1.09112,-1.31467,1.06062
1107,4261724,888783,Inactive,0,,,-0.45,1.2785,-1.36474,-1.34434,1.35752
1108,26724957,11949153,Inactive,0,,,-0.47,2.96351,-1.48288,-3.48299,3.56028
1109,17514097,6887052,Inactive,0,,,-0.48,2.08928,-0.468316,-3.04826,2.06934
1110,56324301,24982875,Inactive,0,,,-0.5,2.03606,-1.36541,2.31414,-2.4412
1111,849871,652379,Inactive,0,,,-0.5,2.50793,-1.18812,-3.16827,2.85798
1112,3717639,2083976,Inactive,0,,,-0.51,2.94258,-1.56709,3.50499,-3.46613
1113,51086142,18562510,Inactive,0,,,-0.51,3.23121,2.95825,0.322199,-4.82288
1114,56322169,24981966,Inactive,0,,,-0.52,1.71804,1.25944,-2.8396,0.0350297
1115,49823665,6131904,Inactive,0,,,-0.52,2.44704,2.93635,-2.41859,-2.07339
1116,24826220,4195577,Inactive,0,,,-0.55,0.536393,-0.734072,-1.09053,0.182884
1117,7971130,3491242,Inactive,0,,,-0.55,0.664186,-1.47378,0.0511985,-0.220394
1118,57258874,25162836,Inactive,0,,,-0.55,1.49962,-2.3921,-0.543325,1.28119
1119,49717338,16001582,Inactive,0,,,-0.56,2.65317,-4.16252,0.353321,2.14289
1120,57264728,16231317,Inactive,0,,,-0.56,3.43565,-3.69209,4.22515,-2.20422
1121,57259676,2601210,Inactive,0,,,-0.56,2.68689,-1.80569,-3.04919,3.16965
1122,56320068,24688041,Inactive,0,,,-0.56,1.80327,-2.67701,-0.73976,1.72938
1123,85301913,44263554,Inactive,0,,,-0.57,2.07765,0.74146,-3.50456,1.04813
1124,24808870,2827474,Inactive,0,,,-0.57,1.17701,0.949569,-0.754615,-1.91646
1125,85274024,44247039,Inactive,0,,,-0.58,3.06669,2.40715,-4.795,0.654718
1126,49823225,16391034,Inactive,0,,,-0.58,0.407825,-1.02948,-0.0425147,-0.669697
1127,3713712,1847573,Inactive,0,,,-0.58,1.52602,-2.09301,1.50702,-1.16429
1128,121284913,51360274,Inactive,0,,,-0.59,2.2826,0.596813,1.42229,-3.77952
1129,57255759,4852939,Inactive,0,,,-0.6,0.804181,0.101106,-0.167724,-1.72327
1130,26726704,2813220,Inactive,0,,,-0.6,2.97068,2.99818,-4.2773,-0.525907
1131,99495514,20900978,Inactive,0,,,-0.62,2.26256,-1.57233,2.50037,-2.79114
1132,14733264,9550426,Inactive,0,,,-0.63,2.5064,-2.1236,2.90166,-2.66534
1133,26725095,16745401,Inactive,0,,,-0.63,3.15208,-5.00479,0.810494,2.3014
1134,17512341,5127969,Inactive,0,,,-0.65,2.35742,-3.64776,2.11303,-0.423205
1135,7975834,910752,Inactive,0,,,-0.66,2.16899,0.820858,0.93309,-3.72311
1136,845292,647631,Inactive,0,,,-0.66,0.649362,-0.841353,-1.35171,0.208143
1137,124755910,53301726,Inactive,0,,,-0.66,2.55669,2.3104,-3.93154,-0.370563
1138,24823287,9612508,Inactive,0,,,-0.67,3.57251,4.13518,-1.70458,-4.42879
1139,57256783,16322535,Inactive,0,,,-0.68,1.82314,-0.00579265,1.14278,-3.16886
1140,49641023,849788,Inactive,0,,,-0.68,1.77281,-2.53424,-1.2214,1.70688
1141,22401712,5099895,Inactive,0,,,-0.69,1.11838,0.83761,-1.11195,-1.80386
1142,56319387,24688012,Inactive,0,,,-0.7,1.03503,0.340803,-0.330353,-2.11208
1143,24808380,759461,Inactive,0,,,-0.7,2.90338,-2.81357,3.40406,-2.69456
1144,49671332,2732853,Inactive,0,,,-0.7,0.608382,-1.12237,-1.1465,0.155964
1145,4246114,3240498,Inactive,0,,,-0.71,2.04974,1.8973,-0.906837,-3.11158
1146,24805858,971846,Inactive,0,,,-0.71,3.18324,3.74752,-2.37695,-3.49404
1147,17412321,9566755,Inactive,0,,,-0.71,1.88532,-3.37877,0.707858,0.527215
1148,4264573,1259940,Inactive,0,,,-0.72,1.82147,-0.792924,1.55028,-2.90948
1149,49733588,1129997,Inactive,0,,,-0.72,3.14022,-4.09927,-1.53205,3.46378
1150,49715856,46495274,Inactive,0,,,-0.73,1.61507,-1.76266,-1.97211,1.55389
1151,49666373,1484876,Inactive,0,,,-0.73,1.45818,-0.650498,1.00931,-2.55959
1152,7969123,5309785,Inactive,0,,,-0.74,4.23808,3.86884,0.283133,-6.36102
1153,56320544,4837656,Inactive,0,,,-0.75,1.34396,-1.16905,1.06187,-2.15009
1154,22405517,8468,Inactive,0,,,-0.76,1.73496,0.998062,-3.12265,-0.162173
1155,85272475,44246633,Inactive,0,,,-0.77,2.73139,-1.64746,2.92486,-3.59126
1156,14735347,1521296,Inactive,0,,,-0.77,0.85946,-1.55239,0.425638,-1.18754
1157,49668887,5298324,Inactive,0,,,-0.77,1.16169,0.20417,-0.116557,-2.4048
1158,85269274,2596037,Inactive,0,,,-0.78,2.15458,0.400732,-3.79964,1.06778
1159,24827385,280907,Inactive,0,,,-0.78,1.34132,0.69433,-0.494348,-2.55264
1160,4265138,2932916,Inactive,0,,,-0.79,0.686485,0.0962832,-1.576,-0.892429
1161,49664947,5362129,Inactive,0,,,-0.8,2.61445,2.3228,-0.654066,-4.0761
1162,49721499,3361080,Inactive,0,,,-0.81,2.50948,2.73791,-2.39831,-2.75479
1163,85198219,25058296,Inactive,0,,,-0.81,0.257091,-0.871076,-0.468371,-1.08901
1164,17504363,3529531,Inactive,0,,,-0.81,3.95547,-3.5788,4.78163,-3.63927
1165,49715197,24789603,Inactive,0,,,-0.82,0.432836,-0.366071,-0.687239,-1.4017
1166,49668904,5928757,Inactive,0,,,-0.82,1.35061,-0.916247,-2.42383,0.880264
1167,49725020,24792269,Inactive,0,,,-0.83,1.06056,-1.00479,-2.0256,0.553634
1168,49643105,943297,Inactive,0,,,-0.83,0.811077,-0.354989,-1.96701,-0.155349
1169,24807991,809222,Inactive,0,,,-0.83,1.78829,-2.73461,1.56424,-1.31375
1170,7977161,839966,Inactive,0,,,-0.86,3.94148,-4.15324,-3.11863,4.67705
1171,26661345,787888,Inactive,0,,,-0.88,0.262128,-1.12648,-1.0028,-0.518997
1172,7977960,713037,Inactive,0,,,-0.89,3.54439,-4.72,-1.76378,3.8276
1173,99359884,44630538,Inactive,0,,,-0.89,1.50835,0.481369,-0.161083,-2.99081
1174,17385614,4883187,Inactive,0,,,-0.9,1.74585,0.0227543,0.624972,-3.34275
1175,56317290,24687698,Inactive,0,,,-0.9,1.85395,-0.291606,1.00695,-3.41093
1176,57257271,25161499,Inactive,0,,,-0.9,2.10255,-3.33804,1.79211,-1.16589
1177,26663902,930238,Inactive,0,,,-0.91,3.42347,-1.44116,3.52349,-4.8116
1178,47199237,836845,Inactive,0,,,-0.92,0.988584,0.293428,-0.926027,-2.12808
1179,56422931,25102510,Inactive,0,,,-0.93,1.62755,1.12258,-2.85874,-1.04703
1180,4251144,3244867,Inactive,0,,,-0.93,3.39578,3.87053,-3.49389,-3.16055
1181,103075302,49790404,Inactive,0,,,-0.94,2.19386,1.33367,-3.90497,-0.248315
1182,56317417,24979809,Inactive,0,,,-0.95,0.827669,0.184397,-1.76866,-1.26313
1183,103076795,49791436,Inactive,0,,,-0.95,1.48721,-0.684163,-2.89188,0.721455
1184,24824283,7105533,Inactive,0,,,-0.95,1.50034,-0.857081,-2.83517,0.836212
1185,22403335,2265051,Inactive,0,,,-0.97,1.96575,1.69683,-2.98795,-1.60905
1186,4248944,5771437,Inactive,0,,,-0.97,0.23685,-0.648883,-1.21564,-1.03965
1187,22412438,15945605,Inactive,0,,,-0.97,1.98017,1.78626,-1.9405,-2.76565
1188,57266232,16317297,Inactive,0,,,-0.99,0.680799,-1.47207,-1.46625,-0.0249758
1189,49817435,7378693,Inactive,0,,,-0.99,2.88168,-2.62714,3.05934,-3.40556
1190,49822683,6237913,Inactive,0,,,-0.99,2.9268,-3.49035,3.11376,-2.60428
1191,24815330,3588669,Inactive,0,,,-1,1.07329,0.506773,-1.57354,-1.92552
1192,121283279,334424,Inactive,0,,,-1,0.759079,-0.883612,-0.132979,-1.98149
1193,85199769,3554947,Inactive,0,,,-1,0.613633,-0.490328,-0.647205,-1.86337
1194,57267073,25163232,Inactive,0,,,-1.01,3.20378,-2.73925,-3.77933,3.47701
1195,14736760,2933843,Inactive,0,,,-1.02,1.28487,0.0151144,-2.83471,-0.253096
1196,85199887,3896394,Inactive,0,,,-1.03,1.66964,0.735757,-0.545009,-3.2683
1197,49734936,22421601,Inactive,0,,,-1.03,0.716127,-1.76341,-0.0570971,-1.26258
1198,7965980,801730,Inactive,0,,,-1.03,1.97316,-3.39652,1.43383,-1.12606
1199,22413004,1810672,Inactive,0,,,-1.03,0.662358,-1.42456,-0.0976776,-1.56968
1200,49645022,2837574,Inactive,0,,,-1.03,1.67598,-0.847925,-3.17277,0.919903
1201,125305227,53382583,Inactive,0,,,-1.04,1.60517,0.0143767,-3.30504,0.179681
1202,57268361,9103870,Inactive,0,,,-1.04,2.39814,-4.05477,-0.88731,1.81326
1203,57257786,25161932,Inactive,0,,,-1.05,0.652385,-0.170693,-1.26002,-1.72791
1204,50085948,5983,Inactive,0,,,-1.05,2.86492,-2.44744,-3.65214,2.9374
1205,49726307,3185603,Inactive,0,,,-1.06,0.741048,-2.1038,-0.635311,-0.445527
1206,124753581,50911054,Inactive,0,,,-1.07,3.17262,-1.12541,-4.93228,2.83848
1207,24708230,16066660,Inactive,0,,,-1.08,2.21453,-4.19938,0.290228,0.68192
1208,57262389,2471024,Inactive,0,,,-1.08,0.759726,-0.00223411,-1.58097,-1.64484
1209,14737807,9551164,Inactive,0,,,-1.08,1.87681,1.57392,-2.39464,-2.42003
1210,99494473,46947991,Inactive,0,,,-1.08,3.01347,3.17709,-3.13174,-3.296
1211,51086819,7626408,Inactive,0,,,-1.09,1.62647,-1.78859,1.16072,-2.63354
1212,7971699,5310535,Inactive,0,,,-1.09,2.90447,2.52061,-1.20198,-4.59127
1213,49646607,1095399,Inactive,0,,,-1.1,2.48626,2.11473,-1.46218,-3.94233
1214,14741744,3848032,Inactive,0,,,-1.11,1.24838,-2.17109,0.642794,-1.80078
1215,26660947,16410491,Inactive,0,,,-1.13,0.21949,-0.928436,-1.43192,-1.01687
1216,49667981,1548411,Inactive,0,,,-1.14,2.65002,-2.36952,-3.59666,2.53708
1217,49677680,16626357,Inactive,0,,,-1.15,2.04634,-2.57147,-2.61762,1.74621
1218,49714434,24789489,Inactive,0,,,-1.15,0.621311,-1.09106,-1.93763,-0.419078
1219,49826270,6469029,Inactive,0,,,-1.16,1.62985,-0.916394,0.706741,-3.26361
1220,85146962,44142798,Inactive,0,,,-1.16,1.91876,1.28677,-3.39883,-1.37416
1221,22403884,1122207,Inactive,0,,,-1.16,3.07717,-3.97385,3.11999,-2.63337
1222,24808214,2976026,Inactive,0,,,-1.16,0.405427,-1.59793,-0.622116,-1.26975
